"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19","species.19","n_alt","mean_alt","sd_alt","se_alt"
"27","Melastoma malabathricum","170","224.76","36.41","2.79","Melastoma malabathricum","170","87.24","16.39","1.26","Melastoma malabathricum","170","58.81","23.76","1.82","Melastoma malabathricum","170","2890.38","2499.59","191.71","Melastoma malabathricum","170","306.62","28.3","2.17","Melastoma malabathricum","170","132.98","72.31","5.55","Melastoma malabathricum","170","173.64","71.97","5.52","Melastoma malabathricum","170","248.12","24.99","1.92","Melastoma malabathricum","170","193.61","64.27","4.93","Melastoma malabathricum","170","257.71","26.41","2.03","Melastoma malabathricum","170","184.51","65.57","5.03","Melastoma malabathricum","170","2130.78","861.27","66.06","Melastoma malabathricum","170","339.97","153.61","11.78","Melastoma malabathricum","170","68.51","67.06","5.14","Melastoma malabathricum","170","57.62","28.85","2.21","Melastoma malabathricum","170","913.06","395.85","30.36","Melastoma malabathricum","170","236.75","217.85","16.71","Melastoma malabathricum","170","680.02","321.55","24.66","Melastoma malabathricum","170","366.99","370.06","28.38","Melastoma malabathricum","170","498.91","520.48","39.92"
"28","Adelobotrys adscendens","90","243.64","19.83","2.09","Adelobotrys adscendens","90","97.52","15.38","1.62","Adelobotrys adscendens","90","79.43","8.87","0.93","Adelobotrys adscendens","90","685.31","445.83","46.99","Adelobotrys adscendens","90","306.78","20.94","2.21","Adelobotrys adscendens","90","183.43","25.64","2.7","Adelobotrys adscendens","90","123.34","22.89","2.41","Adelobotrys adscendens","90","243.43","19.53","2.06","Adelobotrys adscendens","90","243.54","21.42","2.26","Adelobotrys adscendens","90","251.5","20.38","2.15","Adelobotrys adscendens","90","234.01","20.95","2.21","Adelobotrys adscendens","90","3023.64","1250.43","131.81","Adelobotrys adscendens","90","423.6","161.19","16.99","Adelobotrys adscendens","90","103.61","91.74","9.67","Adelobotrys adscendens","90","43.97","18.49","1.95","Adelobotrys adscendens","90","1137.17","434.16","45.76","Adelobotrys adscendens","90","358.63","286.48","30.2","Adelobotrys adscendens","90","649.29","317.68","33.49","Adelobotrys adscendens","90","750.02","506.27","53.37","Adelobotrys adscendens","90","478.66","405.52","42.75"
"29","Miconia multispicata","67","241.43","39.09","4.78","Miconia multispicata","67","99.69","14.05","1.72","Miconia multispicata","67","79.06","6.81","0.83","Miconia multispicata","67","655.28","293.75","35.89","Miconia multispicata","67","305.43","39.81","4.86","Miconia multispicata","67","179.37","44.73","5.46","Miconia multispicata","67","126.06","20.68","2.53","Miconia multispicata","67","240.3","37.85","4.62","Miconia multispicata","67","239.52","42.38","5.18","Miconia multispicata","67","248.61","39.38","4.81","Miconia multispicata","67","232.07","40.22","4.91","Miconia multispicata","67","2771.03","1139.81","139.25","Miconia multispicata","67","390.19","155.04","18.94","Miconia multispicata","67","84.58","81.77","9.99","Miconia multispicata","67","46.27","16.93","2.07","Miconia multispicata","67","1055.63","396.35","48.42","Miconia multispicata","67","304.39","251.1","30.68","Miconia multispicata","67","540.22","287.34","35.1","Miconia multispicata","67","692.88","483.53","59.07","Miconia multispicata","67","558.34","741.06","90.53"
"30","Miconia poeppigii","137","254.3","26.36","2.25","Miconia poeppigii","137","100.8","16.16","1.38","Miconia poeppigii","137","78.15","6.4","0.55","Miconia poeppigii","137","613.2","298.74","25.52","Miconia poeppigii","137","320.42","25.69","2.19","Miconia poeppigii","137","190.84","37.53","3.21","Miconia poeppigii","137","129.58","27.62","2.36","Miconia poeppigii","137","252.71","24.02","2.05","Miconia poeppigii","137","253.22","31.4","2.68","Miconia poeppigii","137","261.15","25.85","2.21","Miconia poeppigii","137","245.83","28.9","2.47","Miconia poeppigii","137","2407.12","648.06","55.37","Miconia poeppigii","137","346.61","86.46","7.39","Miconia poeppigii","137","67.61","54.55","4.66","Miconia poeppigii","137","49.59","18.37","1.57","Miconia poeppigii","137","953.54","228.3","19.5","Miconia poeppigii","137","241.87","172.18","14.71","Miconia poeppigii","137","435.58","209.92","17.93","Miconia poeppigii","137","615.8","384","32.81","Miconia poeppigii","137","302.71","505.83","43.22"
"31","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Memecylon amshoffiae","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"32","Plethiandra hookeri","7","219","60.45","22.85","Plethiandra hookeri","7","78.57","5.53","2.09","Plethiandra hookeri","7","85.14","6.52","2.46","Plethiandra hookeri","7","365.43","193.43","73.11","Plethiandra hookeri","7","267.29","59.48","22.48","Plethiandra hookeri","7","174.86","60.35","22.81","Plethiandra hookeri","7","92.43","11.15","4.21","Plethiandra hookeri","7","216.71","61.68","23.31","Plethiandra hookeri","7","218.86","58.69","22.18","Plethiandra hookeri","7","223.29","58.4","22.07","Plethiandra hookeri","7","214.29","62.51","23.63","Plethiandra hookeri","7","3102.71","648.78","245.22","Plethiandra hookeri","7","358.29","60.14","22.73","Plethiandra hookeri","7","172.57","52.27","19.76","Plethiandra hookeri","7","21.86","10.11","3.82","Plethiandra hookeri","7","973.57","186.19","70.37","Plethiandra hookeri","7","574.29","176.39","66.67","Plethiandra hookeri","7","704.29","195.94","74.06","Plethiandra hookeri","7","750","265.82","100.47","Plethiandra hookeri","7","953.14","1142.71","431.9"
"33","Sonerila obliqua","15","259.27","10.63","2.74","Sonerila obliqua","15","83.27","12.27","3.17","Sonerila obliqua","15","88.67","1.68","0.43","Sonerila obliqua","15","282.13","68.27","17.63","Sonerila obliqua","15","307.73","7.06","1.82","Sonerila obliqua","15","214.27","18.09","4.67","Sonerila obliqua","15","93.47","14.36","3.71","Sonerila obliqua","15","258.27","11.24","2.9","Sonerila obliqua","15","259.33","11.7","3.02","Sonerila obliqua","15","262.13","10.39","2.68","Sonerila obliqua","15","255.6","10.74","2.77","Sonerila obliqua","15","2724","747.91","193.11","Sonerila obliqua","15","319.33","118.02","30.47","Sonerila obliqua","15","136.87","49.73","12.84","Sonerila obliqua","15","25.93","7.23","1.87","Sonerila obliqua","15","874.13","307.9","79.5","Sonerila obliqua","15","452.4","166.28","42.93","Sonerila obliqua","15","640.2","191.05","49.33","Sonerila obliqua","15","770.13","322.96","83.39","Sonerila obliqua","15","174.33","209.76","54.16"
"34","Tristemma mauritianum","93","231.63","25.69","2.66","Tristemma mauritianum","93","99.1","18.37","1.9","Tristemma mauritianum","93","71.77","8","0.83","Tristemma mauritianum","93","1227.4","656.16","68.04","Tristemma mauritianum","93","300.11","24.65","2.56","Tristemma mauritianum","93","161.66","35.85","3.72","Tristemma mauritianum","93","138.45","28.76","2.98","Tristemma mauritianum","93","237.49","23.67","2.45","Tristemma mauritianum","93","220.59","30.89","3.2","Tristemma mauritianum","93","244.87","24.41","2.53","Tristemma mauritianum","93","214.18","29.78","3.09","Tristemma mauritianum","93","1760.99","474","49.15","Tristemma mauritianum","93","302.88","83.39","8.65","Tristemma mauritianum","93","29","24.71","2.56","Tristemma mauritianum","93","62.88","19.75","2.05","Tristemma mauritianum","93","775.2","216.14","22.41","Tristemma mauritianum","93","123.42","90.76","9.41","Tristemma mauritianum","93","575.62","246.8","25.59","Tristemma mauritianum","93","276.2","287.58","29.82","Tristemma mauritianum","93","585.67","479.41","49.71"
"35","Miconia prasina","420","243.38","26.9","1.31","Miconia prasina","420","101.02","16.92","0.83","Miconia prasina","420","75.17","8.48","0.41","Miconia prasina","420","917.41","579","28.25","Miconia prasina","420","311.19","27.62","1.35","Miconia prasina","420","175.65","37.53","1.83","Miconia prasina","420","135.54","29.77","1.45","Miconia prasina","420","245.25","24.98","1.22","Miconia prasina","420","238.48","33","1.61","Miconia prasina","420","253.46","26.11","1.27","Miconia prasina","420","230.39","30.41","1.48","Miconia prasina","420","2075.28","796.61","38.87","Miconia prasina","420","318.56","112.79","5.5","Miconia prasina","420","54","47.45","2.32","Miconia prasina","420","54.45","18.79","0.92","Miconia prasina","420","859.79","298.57","14.57","Miconia prasina","420","196.96","155.05","7.57","Miconia prasina","420","427.2","206.17","10.06","Miconia prasina","420","489.04","395.82","19.31","Miconia prasina","420","424.8","480.14","23.43"
"36","Miconia holosericea","200","250.64","18.09","1.28","Miconia holosericea","200","104.72","19.64","1.39","Miconia holosericea","200","74.28","7.48","0.53","Miconia holosericea","200","841.58","456.09","32.25","Miconia holosericea","200","321.64","20.19","1.43","Miconia holosericea","200","179.96","31.34","2.22","Miconia holosericea","200","141.69","32.04","2.27","Miconia holosericea","200","250.35","15.95","1.13","Miconia holosericea","200","247.73","24.39","1.72","Miconia holosericea","200","259.85","16.97","1.2","Miconia holosericea","200","238.7","22.01","1.56","Miconia holosericea","200","2049.45","642.61","45.44","Miconia holosericea","200","323.08","91.64","6.48","Miconia holosericea","200","43.7","39.99","2.83","Miconia holosericea","200","58.43","16.67","1.18","Miconia holosericea","200","883.76","242.47","17.15","Miconia holosericea","200","162.57","132","9.33","Miconia holosericea","200","358.11","146.3","10.34","Miconia holosericea","200","497.52","414.46","29.31","Miconia holosericea","200","302.38","284.98","20.15"
"37","Memecylon pauciflorum","64","260.45","16.16","2.02","Memecylon pauciflorum","64","106.05","20.04","2.5","Memecylon pauciflorum","64","58.84","3.71","0.46","Memecylon pauciflorum","64","2265.12","675.37","84.42","Memecylon pauciflorum","64","341.77","22.01","2.75","Memecylon pauciflorum","64","161.77","28.9","3.61","Memecylon pauciflorum","64","180","37.82","4.73","Memecylon pauciflorum","64","276.89","11.24","1.41","Memecylon pauciflorum","64","232.64","19.18","2.4","Memecylon pauciflorum","64","284.97","13.95","1.74","Memecylon pauciflorum","64","226.75","21.83","2.73","Memecylon pauciflorum","64","1306.81","324.62","40.58","Memecylon pauciflorum","64","312.02","69.65","8.71","Memecylon pauciflorum","64","5.23","8.45","1.06","Memecylon pauciflorum","64","106.22","12.54","1.57","Memecylon pauciflorum","64","859.75","204.41","25.55","Memecylon pauciflorum","64","21.17","27.79","3.47","Memecylon pauciflorum","64","500.81","191.57","23.95","Memecylon pauciflorum","64","28.62","35.58","4.45","Memecylon pauciflorum","64","130.28","124.8","15.6"
"38","Memecylon scutellatum","32","251.03","22.15","3.92","Memecylon scutellatum","32","95.31","16.87","2.98","Memecylon scutellatum","32","52.75","9.76","1.73","Memecylon scutellatum","32","2320","1321.99","233.7","Memecylon scutellatum","32","335.84","20.9","3.69","Memecylon scutellatum","32","152.59","40.67","7.19","Memecylon scutellatum","32","183.25","36.12","6.39","Memecylon scutellatum","32","262.53","14.29","2.53","Memecylon scutellatum","32","223.81","35","6.19","Memecylon scutellatum","32","277.28","16.62","2.94","Memecylon scutellatum","32","218.06","38.21","6.75","Memecylon scutellatum","32","1855.25","705.09","124.64","Memecylon scutellatum","32","374.66","151.06","26.7","Memecylon scutellatum","32","11.91","10.92","1.93","Memecylon scutellatum","32","82.78","13.5","2.39","Memecylon scutellatum","32","1009.41","442.39","78.2","Memecylon scutellatum","32","54.59","40.8","7.21","Memecylon scutellatum","32","477.38","238.93","42.24","Memecylon scutellatum","32","91.03","89.4","15.8","Memecylon scutellatum","32","264.25","337.36","59.64"
"39","Henriettea succosa","113","250.35","17.54","1.65","Henriettea succosa","113","90.27","15.55","1.46","Henriettea succosa","113","74","8.48","0.8","Henriettea succosa","113","869.11","497.42","46.79","Henriettea succosa","113","313.91","17.03","1.6","Henriettea succosa","113","191.92","26.14","2.46","Henriettea succosa","113","121.99","21.7","2.04","Henriettea succosa","113","249.77","18","1.69","Henriettea succosa","113","250.19","23.12","2.17","Henriettea succosa","113","260.29","16.61","1.56","Henriettea succosa","113","238.29","21.48","2.02","Henriettea succosa","113","2167.74","825.11","77.62","Henriettea succosa","113","341.5","134.16","12.62","Henriettea succosa","113","55.59","40.76","3.83","Henriettea succosa","113","53.2","16.99","1.6","Henriettea succosa","113","906.89","334.8","31.5","Henriettea succosa","113","200.99","131.15","12.34","Henriettea succosa","113","363.74","217.95","20.5","Henriettea succosa","113","622.59","372.31","35.02","Henriettea succosa","113","228.42","306.08","28.79"
"40","Miconia abbreviata","48","249.75","21.1","3.05","Miconia abbreviata","48","102.44","10.76","1.55","Miconia abbreviata","48","82.48","6.23","0.9","Miconia abbreviata","48","561.54","288.22","41.6","Miconia abbreviata","48","312.02","19.57","2.82","Miconia abbreviata","48","187.81","27.92","4.03","Miconia abbreviata","48","124.21","17.42","2.51","Miconia abbreviata","48","248.19","19.68","2.84","Miconia abbreviata","48","248.5","23.9","3.45","Miconia abbreviata","48","255.38","21.54","3.11","Miconia abbreviata","48","241.5","21.59","3.12","Miconia abbreviata","48","2598.83","704.72","101.72","Miconia abbreviata","48","338.83","68.91","9.95","Miconia abbreviata","48","110.31","66.16","9.55","Miconia abbreviata","48","37.92","16.38","2.36","Miconia abbreviata","48","940.4","192.83","27.83","Miconia abbreviata","48","378.98","203.54","29.38","Miconia abbreviata","48","582.65","248.35","35.85","Miconia abbreviata","48","672.25","333.07","48.07","Miconia abbreviata","48","400.02","415.03","59.9"
"41","Memecylon laurentii","18","241.5","11.08","2.61","Memecylon laurentii","18","93.56","9.68","2.28","Memecylon laurentii","18","74.44","3.75","0.88","Memecylon laurentii","18","954","195.21","46.01","Memecylon laurentii","18","304.06","11.79","2.78","Memecylon laurentii","18","178.94","14.26","3.36","Memecylon laurentii","18","125.11","13.65","3.22","Memecylon laurentii","18","242.44","11.53","2.72","Memecylon laurentii","18","228","13.56","3.2","Memecylon laurentii","18","250.78","11.46","2.7","Memecylon laurentii","18","226.61","11.28","2.66","Memecylon laurentii","18","1914.83","286.21","67.46","Memecylon laurentii","18","326.83","64.47","15.2","Memecylon laurentii","18","14.39","18.77","4.42","Memecylon laurentii","18","61.33","7.28","1.72","Memecylon laurentii","18","788.11","144.65","34.09","Memecylon laurentii","18","80.28","70.15","16.53","Memecylon laurentii","18","623.06","109.42","25.79","Memecylon laurentii","18","128.67","179.12","42.22","Memecylon laurentii","18","437.06","216.54","51.04"
"42","Tristemma littorale","8","244.38","19.82","7.01","Tristemma littorale","8","84.12","16.97","6","Tristemma littorale","8","73.62","4.96","1.75","Tristemma littorale","8","943.38","233.42","82.53","Tristemma littorale","8","302.88","21.9","7.74","Tristemma littorale","8","189","24.57","8.69","Tristemma littorale","8","113.88","24.18","8.55","Tristemma littorale","8","242.62","22.7","8.03","Tristemma littorale","8","235.5","20.26","7.16","Tristemma littorale","8","254.12","20.55","7.27","Tristemma littorale","8","230.12","20.1","7.11","Tristemma littorale","8","2423.25","594.35","210.13","Tristemma littorale","8","403.88","67.17","23.75","Tristemma littorale","8","21.12","20.89","7.39","Tristemma littorale","8","62","7.6","2.69","Tristemma littorale","8","1026.25","271.08","95.84","Tristemma littorale","8","104.75","82.28","29.09","Tristemma littorale","8","629","196.37","69.43","Tristemma littorale","8","508.62","616.73","218.05","Tristemma littorale","8","265.38","283.96","100.4"
