"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19"
"28","Pyracantha angustifolia","305","147.29","21.72","1.24","Pyracantha angustifolia","305","109.64","20.34","1.16","Pyracantha angustifolia","305","43.31","8.63","0.49","Pyracantha angustifolia","305","5137.7","1435.46","82.19","Pyracantha angustifolia","305","269.13","30.15","1.73","Pyracantha angustifolia","305","13.81","29.03","1.66","Pyracantha angustifolia","305","255.32","40.35","2.31","Pyracantha angustifolia","305","187.15","48.95","2.8","Pyracantha angustifolia","305","101.25","46.63","2.67","Pyracantha angustifolia","305","210.19","28.25","1.62","Pyracantha angustifolia","305","79.11","27.59","1.58","Pyracantha angustifolia","305","1145.03","403.93","23.13","Pyracantha angustifolia","305","176.53","75.36","4.32","Pyracantha angustifolia","305","36.84","25.3","1.45","Pyracantha angustifolia","305","48.6","27.16","1.56","Pyracantha angustifolia","305","480.3","204.49","11.71","Pyracantha angustifolia","305","127.37","82.71","4.74","Pyracantha angustifolia","305","447.34","221.19","12.67","Pyracantha angustifolia","305","158.19","124.16","7.11"
"29","Sibbaldia procumbens","2349","-2.61","34.52","0.71","Sibbaldia procumbens","2349","89.44","31.82","0.66","Sibbaldia procumbens","2349","29.61","6.81","0.14","Sibbaldia procumbens","2349","7286.71","2242.83","46.28","Sibbaldia procumbens","2349","157.24","34.44","0.71","Sibbaldia procumbens","2349","-140.98","69.62","1.44","Sibbaldia procumbens","2349","298.22","82.2","1.7","Sibbaldia procumbens","2349","34.74","59.83","1.23","Sibbaldia procumbens","2349","-15.87","82.11","1.69","Sibbaldia procumbens","2349","92.93","22.28","0.46","Sibbaldia procumbens","2349","-91.75","59.93","1.24","Sibbaldia procumbens","2349","939.52","539.53","11.13","Sibbaldia procumbens","2349","119.91","71.92","1.48","Sibbaldia procumbens","2349","43.67","25.52","0.53","Sibbaldia procumbens","2349","31.51","14.66","0.3","Sibbaldia procumbens","2349","329.32","203.71","4.2","Sibbaldia procumbens","2349","149.2","84.92","1.75","Sibbaldia procumbens","2349","240.68","121.53","2.51","Sibbaldia procumbens","2349","242.62","179.4","3.7"
"30","Prunus americana","1014","96.96","28.38","0.89","Prunus americana","1014","129.46","18.05","0.57","Prunus americana","1014","32.18","4.79","0.15","Prunus americana","1014","9417.87","1236.79","38.84","Prunus americana","1014","297.25","23.72","0.74","Prunus americana","1014","-101.23","42.48","1.33","Prunus americana","1014","398.48","37.65","1.18","Prunus americana","1014","183.81","42.34","1.33","Prunus americana","1014","-16.71","64.49","2.03","Prunus americana","1014","215.08","24.72","0.78","Prunus americana","1014","-28.39","40.39","1.27","Prunus americana","1014","832.46","266","8.35","Prunus americana","1014","103.43","22.4","0.7","Prunus americana","1014","37.87","25.09","0.79","Prunus americana","1014","34.6","18.11","0.57","Prunus americana","1014","285","61.98","1.95","Prunus americana","1014","128.86","81.12","2.55","Prunus americana","1014","265.76","62.29","1.96","Prunus americana","1014","133.71","88.18","2.77"
"31","Dryas octopetala","2107","-0.94","32.65","0.71","Dryas octopetala","2107","65.9","11.72","0.26","Dryas octopetala","2107","25.27","3.5","0.08","Dryas octopetala","2107","6711.56","1305.87","28.45","Dryas octopetala","2107","137.79","28.09","0.61","Dryas octopetala","2107","-120.77","51.44","1.12","Dryas octopetala","2107","258.56","49.12","1.07","Dryas octopetala","2107","39.15","47.85","1.04","Dryas octopetala","2107","-13.21","52.81","1.15","Dryas octopetala","2107","88.75","24.57","0.54","Dryas octopetala","2107","-82.21","45.08","0.98","Dryas octopetala","2107","957.49","534.3","11.64","Dryas octopetala","2107","114.99","63.49","1.38","Dryas octopetala","2107","47.75","24.84","0.54","Dryas octopetala","2107","26.1","5.28","0.12","Dryas octopetala","2107","314.8","177.1","3.86","Dryas octopetala","2107","161.34","88.63","1.93","Dryas octopetala","2107","245.5","98.19","2.14","Dryas octopetala","2107","244.17","157.77","3.44"
"32","Alchemilla glabra","2297","50.12","28.58","0.6","Alchemilla glabra","2297","63.25","10.53","0.22","Alchemilla glabra","2297","25.73","2.18","0.05","Alchemilla glabra","2297","6344.76","961.29","20.06","Alchemilla glabra","2297","180.41","26.34","0.55","Alchemilla glabra","2297","-61.26","39.78","0.83","Alchemilla glabra","2297","241.67","37.81","0.79","Alchemilla glabra","2297","93.45","46.63","0.97","Alchemilla glabra","2297","17.87","43.64","0.91","Alchemilla glabra","2297","133.15","26.31","0.55","Alchemilla glabra","2297","-28.26","35.95","0.75","Alchemilla glabra","2297","1007.96","518.86","10.83","Alchemilla glabra","2297","121.12","65.99","1.38","Alchemilla glabra","2297","49.42","23.17","0.48","Alchemilla glabra","2297","27.15","5.38","0.11","Alchemilla glabra","2297","341.57","186.11","3.88","Alchemilla glabra","2297","165.5","80.85","1.69","Alchemilla glabra","2297","260.12","86.43","1.8","Alchemilla glabra","2297","238.06","156.64","3.27"
"33","Alchemilla fischeri","24","144.83","44.49","9.08","Alchemilla fischeri","24","134","15.42","3.15","Alchemilla fischeri","24","79.08","2.67","0.55","Alchemilla fischeri","24","804","177.17","36.16","Alchemilla fischeri","24","233.12","49.6","10.12","Alchemilla fischeri","24","65.25","37.66","7.69","Alchemilla fischeri","24","167.88","15.92","3.25","Alchemilla fischeri","24","148.08","40.38","8.24","Alchemilla fischeri","24","143.29","47.65","9.73","Alchemilla fischeri","24","154.67","45.03","9.19","Alchemilla fischeri","24","134.12","46.1","9.41","Alchemilla fischeri","24","1701.75","251.48","51.33","Alchemilla fischeri","24","262.75","61.38","12.53","Alchemilla fischeri","24","46.71","13.32","2.72","Alchemilla fischeri","24","52.17","12.29","2.51","Alchemilla fischeri","24","676.67","135.49","27.66","Alchemilla fischeri","24","186.88","52.5","10.72","Alchemilla fischeri","24","459.79","117.15","23.91","Alchemilla fischeri","24","443.25","229.4","46.83"
"34","Potentilla recta","2231","82.44","31.1","0.66","Potentilla recta","2231","101.04","24.08","0.51","Potentilla recta","2231","29.01","5.11","0.11","Potentilla recta","2231","8498.04","1768.73","37.45","Potentilla recta","2231","260.4","38.6","0.82","Potentilla recta","2231","-83.14","52.41","1.11","Potentilla recta","2231","343.54","65.83","1.39","Potentilla recta","2231","138.71","68.01","1.44","Potentilla recta","2231","20.07","85.95","1.82","Potentilla recta","2231","189.92","31.41","0.66","Potentilla recta","2231","-28.47","45.42","0.96","Potentilla recta","2231","819.29","264.25","5.59","Potentilla recta","2231","97.02","30.44","0.64","Potentilla recta","2231","41.59","20.85","0.44","Potentilla recta","2231","26.81","12.59","0.27","Potentilla recta","2231","269.08","85.15","1.8","Potentilla recta","2231","139.4","65.39","1.38","Potentilla recta","2231","230.66","82.08","1.74","Potentilla recta","2231","173.61","85.89","1.82"
"35","Potentilla hippiana","401","43.77","27.59","1.38","Potentilla hippiana","401","158.06","15.01","0.75","Potentilla hippiana","401","42.2","3.7","0.18","Potentilla hippiana","401","7458.53","708.22","35.37","Potentilla hippiana","401","240.87","29.72","1.48","Potentilla hippiana","401","-130.29","33.3","1.66","Potentilla hippiana","401","371.16","28.36","1.42","Potentilla hippiana","401","108.92","62.4","3.12","Potentilla hippiana","401","27.16","62.58","3.13","Potentilla hippiana","401","141.64","28.14","1.41","Potentilla hippiana","401","-48.5","30.34","1.52","Potentilla hippiana","401","541.84","109.4","5.46","Potentilla hippiana","401","77.54","20.99","1.05","Potentilla hippiana","401","21.92","8.91","0.44","Potentilla hippiana","401","38.42","16.46","0.82","Potentilla hippiana","401","203.54","51.61","2.58","Potentilla hippiana","401","80.18","28.73","1.43","Potentilla hippiana","401","180.36","46.63","2.33","Potentilla hippiana","401","112.71","48.17","2.41"
"36","Potentilla sterilis","447","92.13","20.85","0.99","Potentilla sterilis","447","77.99","17.79","0.84","Potentilla sterilis","447","32.48","5.98","0.28","Potentilla sterilis","447","5660.82","802.2","37.94","Potentilla sterilis","447","221.62","23.46","1.11","Potentilla sterilis","447","-14.38","29.52","1.4","Potentilla sterilis","447","236","28.93","1.37","Potentilla sterilis","447","113.12","49.07","2.32","Potentilla sterilis","447","81","71.82","3.4","Potentilla sterilis","447","165.34","16.69","0.79","Potentilla sterilis","447","21.63","28.81","1.36","Potentilla sterilis","447","818.86","216.79","10.25","Potentilla sterilis","447","95.68","30.54","1.44","Potentilla sterilis","447","42.72","12.55","0.59","Potentilla sterilis","447","22.65","8.02","0.38","Potentilla sterilis","447","264.35","81.89","3.87","Potentilla sterilis","447","146.68","43.15","2.04","Potentilla sterilis","447","199.83","61.76","2.92","Potentilla sterilis","447","206.07","90.43","4.28"
"37","Gillenia trifoliata","68","117.5","20.59","2.5","Gillenia trifoliata","68","123.6","8.04","0.97","Gillenia trifoliata","68","35.03","3.38","0.41","Gillenia trifoliata","68","8137.59","654.71","79.4","Gillenia trifoliata","68","292.01","19.8","2.4","Gillenia trifoliata","68","-56.51","22.43","2.72","Gillenia trifoliata","68","348.53","16.78","2.03","Gillenia trifoliata","68","174.1","67.86","8.23","Gillenia trifoliata","68","53.99","78.1","9.47","Gillenia trifoliata","68","219.68","20.2","2.45","Gillenia trifoliata","68","9.26","24.94","3.02","Gillenia trifoliata","68","1183.56","244.21","29.61","Gillenia trifoliata","68","120.24","25.78","3.13","Gillenia trifoliata","68","78.19","19","2.3","Gillenia trifoliata","68","12.35","2.99","0.36","Gillenia trifoliata","68","333.78","62.98","7.64","Gillenia trifoliata","68","252.34","61.02","7.4","Gillenia trifoliata","68","319.01","49.9","6.05","Gillenia trifoliata","68","271.76","82.62","10.02"
"38","Rubus phoenicolasius","610","108.24","24.63","1","Rubus phoenicolasius","610","99.97","16.29","0.66","Rubus phoenicolasius","610","28.94","3.53","0.14","Rubus phoenicolasius","610","8406.95","662.08","26.81","Rubus phoenicolasius","610","278.66","23.55","0.95","Rubus phoenicolasius","610","-59.7","31.45","1.27","Rubus phoenicolasius","610","338.36","25.55","1.03","Rubus phoenicolasius","610","178.92","57.99","2.35","Rubus phoenicolasius","610","27.94","65.25","2.64","Rubus phoenicolasius","610","215.1","21.85","0.88","Rubus phoenicolasius","610","-0.75","30.38","1.23","Rubus phoenicolasius","610","1452.18","363.53","14.72","Rubus phoenicolasius","610","191.64","75.45","3.05","Rubus phoenicolasius","610","65.21","22.13","0.9","Rubus phoenicolasius","610","33","20.52","0.83","Rubus phoenicolasius","610","517.97","186.18","7.54","Rubus phoenicolasius","610","216.09","68.73","2.78","Rubus phoenicolasius","610","499.68","188.9","7.65","Rubus phoenicolasius","610","232.42","94.03","3.81"
"39","Rubus pensilvanicus","323","103","32.19","1.79","Rubus pensilvanicus","323","115.67","13.55","0.75","Rubus pensilvanicus","323","31.69","3.94","0.22","Rubus pensilvanicus","323","8675.93","883.69","49.17","Rubus pensilvanicus","323","283.9","27.05","1.51","Rubus pensilvanicus","323","-76.54","41.25","2.3","Rubus pensilvanicus","323","360.44","30.74","1.71","Rubus pensilvanicus","323","155.49","73.23","4.07","Rubus pensilvanicus","323","23.36","78.7","4.38","Rubus pensilvanicus","323","211.52","26.53","1.48","Rubus pensilvanicus","323","-12.67","41.61","2.32","Rubus pensilvanicus","323","1105.82","127.9","7.12","Rubus pensilvanicus","323","115.05","17.51","0.97","Rubus pensilvanicus","323","69.61","14.16","0.79","Rubus pensilvanicus","323","15.13","6.49","0.36","Rubus pensilvanicus","323","325.64","43.28","2.41","Rubus pensilvanicus","323","227.27","41.96","2.33","Rubus pensilvanicus","323","306.2","43.35","2.41","Rubus pensilvanicus","323","243.29","56.5","3.14"
"40","Geum canadense","1255","101.08","33.03","0.93","Geum canadense","1255","117.04","14","0.4","Geum canadense","1255","30.15","3.98","0.11","Geum canadense","1255","9333.59","969.98","27.38","Geum canadense","1255","292.37","29.49","0.83","Geum canadense","1255","-90.98","40.83","1.15","Geum canadense","1255","383.35","32.06","0.9","Geum canadense","1255","172.26","61.98","1.75","Geum canadense","1255","4.05","72.58","2.05","Geum canadense","1255","217.27","28.13","0.79","Geum canadense","1255","-24.08","42.42","1.2","Geum canadense","1255","1006.91","182.39","5.15","Geum canadense","1255","114.71","18.37","0.52","Geum canadense","1255","53.15","23.05","0.65","Geum canadense","1255","24.4","14.2","0.4","Geum canadense","1255","317.76","45.32","1.28","Geum canadense","1255","178.36","71.05","2.01","Geum canadense","1255","293.73","38.87","1.1","Geum canadense","1255","190.91","85.52","2.41"
"41","Polylepis sericea","152","82.34","40.71","3.3","Polylepis sericea","152","114.13","26.53","2.15","Polylepis sericea","152","83.88","6.79","0.55","Polylepis sericea","152","523.17","386.01","31.31","Polylepis sericea","152","147.86","41.12","3.34","Polylepis sericea","152","9.82","54.86","4.45","Polylepis sericea","152","138.03","41.43","3.36","Polylepis sericea","152","85.75","38.09","3.09","Polylepis sericea","152","75.47","43.85","3.56","Polylepis sericea","152","87.34","39.47","3.2","Polylepis sericea","152","74.4","43","3.49","Polylepis sericea","152","1168.41","485.75","39.4","Polylepis sericea","152","165.82","53.36","4.33","Polylepis sericea","152","34.85","31.19","2.53","Polylepis sericea","152","48.12","19.34","1.57","Polylepis sericea","152","450.32","137.62","11.16","Polylepis sericea","152","132.97","113.57","9.21","Polylepis sericea","152","391.45","126.18","10.23","Polylepis sericea","152","169.57","194.24","15.75"
"42","Rubus argutus","251","136.32","36.49","2.3","Rubus argutus","251","115.2","15.98","1.01","Rubus argutus","251","33.81","5.69","0.36","Rubus argutus","251","7990.84","1156.58","73","Rubus argutus","251","304.05","23.93","1.51","Rubus argutus","251","-34.47","47.58","3","Rubus argutus","251","338.52","37.55","2.37","Rubus argutus","251","163.69","79.05","4.99","Rubus argutus","251","89.17","90.59","5.72","Rubus argutus","251","236.3","24.52","1.55","Rubus argutus","251","30.29","49.79","3.14","Rubus argutus","251","1216.04","177","11.17","Rubus argutus","251","131.05","28.22","1.78","Rubus argutus","251","73.45","14.28","0.9","Rubus argutus","251","16.84","9.39","0.59","Rubus argutus","251","364.62","74.25","4.69","Rubus argutus","251","247.59","46.26","2.92","Rubus argutus","251","332.71","79.13","4.99","Rubus argutus","251","280.17","73.13","4.62"
"43","Rubus allegheniensis","995","83.66","26.61","0.84","Rubus allegheniensis","995","114.4","11.59","0.37","Rubus allegheniensis","995","29.37","3.71","0.12","Rubus allegheniensis","995","9493.46","1089.68","34.55","Rubus allegheniensis","995","276.21","20.23","0.64","Rubus allegheniensis","995","-109.48","43.37","1.37","Rubus allegheniensis","995","385.69","36.59","1.16","Rubus allegheniensis","995","156.3","62.07","1.97","Rubus allegheniensis","995","-16.61","73.7","2.34","Rubus allegheniensis","995","201.36","20.44","0.65","Rubus allegheniensis","995","-44.02","39.58","1.25","Rubus allegheniensis","995","1022.38","190.74","6.05","Rubus allegheniensis","995","109.37","16.94","0.54","Rubus allegheniensis","995","59.67","22.25","0.71","Rubus allegheniensis","995","19.37","12.21","0.39","Rubus allegheniensis","995","308.61","43.37","1.37","Rubus allegheniensis","995","197.11","68.02","2.16","Rubus allegheniensis","995","292.96","38.5","1.22","Rubus allegheniensis","995","207.89","77.05","2.44"
"44","Prunus pensylvanica","1546","51.41","31.16","0.79","Prunus pensylvanica","1546","112.64","15.03","0.38","Prunus pensylvanica","1546","27.53","4.22","0.11","Prunus pensylvanica","1546","10101.15","1484.98","37.77","Prunus pensylvanica","1546","252.44","25.75","0.65","Prunus pensylvanica","1546","-153.24","57.64","1.47","Prunus pensylvanica","1546","405.68","49.34","1.25","Prunus pensylvanica","1546","136.67","63.66","1.62","Prunus pensylvanica","1546","-44.99","73.62","1.87","Prunus pensylvanica","1546","176.06","23.21","0.59","Prunus pensylvanica","1546","-84.45","49.59","1.26","Prunus pensylvanica","1546","922.01","232","5.9","Prunus pensylvanica","1546","105.37","17.11","0.44","Prunus pensylvanica","1546","50.5","24.56","0.62","Prunus pensylvanica","1546","25.83","15.58","0.4","Prunus pensylvanica","1546","297.14","50.9","1.29","Prunus pensylvanica","1546","166.78","74.41","1.89","Prunus pensylvanica","1546","278.21","44.79","1.14","Prunus pensylvanica","1546","183.15","88.4","2.25"
"45","Prunus serrulata","92","134.66","27.3","2.85","Prunus serrulata","92","97.84","21.04","2.19","Prunus serrulata","92","40.27","9.55","1","Prunus serrulata","92","5504.95","2613.02","272.43","Prunus serrulata","92","264.36","36.33","3.79","Prunus serrulata","92","10.45","60.27","6.28","Prunus serrulata","92","253.91","83.04","8.66","Prunus serrulata","92","140.98","65.16","6.79","Prunus serrulata","92","116.16","83.39","8.69","Prunus serrulata","92","204.1","31.11","3.24","Prunus serrulata","92","62.72","53.51","5.58","Prunus serrulata","92","1139.46","362.18","37.76","Prunus serrulata","92","143.02","56.37","5.88","Prunus serrulata","92","58","27.1","2.83","Prunus serrulata","92","30.77","27.81","2.9","Prunus serrulata","92","393.74","148.3","15.46","Prunus serrulata","92","199.04","89.17","9.3","Prunus serrulata","92","296.46","131.45","13.7","Prunus serrulata","92","284.16","136.87","14.27"
"46","Prunus debilis","146","237.66","23.36","1.93","Prunus debilis","146","104.3","10.33","0.85","Prunus debilis","146","81.47","7.63","0.63","Prunus debilis","146","699.03","427.44","35.38","Prunus debilis","146","301.36","22.97","1.9","Prunus debilis","146","172.29","29.84","2.47","Prunus debilis","146","129.07","23.11","1.91","Prunus debilis","146","238.24","24.35","2.02","Prunus debilis","146","233.84","25.32","2.1","Prunus debilis","146","244.31","23.73","1.96","Prunus debilis","146","227.05","23.89","1.98","Prunus debilis","146","2844.98","816.67","67.59","Prunus debilis","146","349.66","91.35","7.56","Prunus debilis","146","141.87","73.4","6.07","Prunus debilis","146","31.88","18.24","1.51","Prunus debilis","146","979.92","255.63","21.16","Prunus debilis","146","467.38","229.46","18.99","Prunus debilis","146","720.79","197.63","16.36","Prunus debilis","146","688.4","395.57","32.74"
