"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19","species.19","n_alt","mean_alt","sd_alt","se_alt"
"24","Chamaedaphne calyculata","582","9.07","56.94","2.36","Chamaedaphne calyculata","582","99.44","17.51","0.73","Chamaedaphne calyculata","582","23.29","4.12","0.17","Chamaedaphne calyculata","582","11363.73","2621.39","108.66","Chamaedaphne calyculata","582","223.12","36.04","1.49","Chamaedaphne calyculata","582","-201.37","89.3","3.7","Chamaedaphne calyculata","582","424.48","79.34","3.29","Chamaedaphne calyculata","582","128.39","54.85","2.27","Chamaedaphne calyculata","582","-85.16","88.99","3.69","Chamaedaphne calyculata","582","151.74","33.81","1.4","Chamaedaphne calyculata","582","-139.44","84.72","3.51","Chamaedaphne calyculata","582","679.4","280.41","11.62","Chamaedaphne calyculata","582","88.34","26.22","1.09","Chamaedaphne calyculata","582","33.01","21.87","0.91","Chamaedaphne calyculata","582","35.92","17.44","0.72","Chamaedaphne calyculata","582","241.26","76.05","3.15","Chamaedaphne calyculata","582","110.49","69.25","2.87","Chamaedaphne calyculata","582","229.2","69.94","2.9","Chamaedaphne calyculata","582","127.39","80.38","3.33","Chamaedaphne calyculata","582","235.07","208.26","8.63"
"25","Gaultheria cardiosepala","11","113.82","45.15","13.61","Gaultheria cardiosepala","11","112.73","8.99","2.71","Gaultheria cardiosepala","11","46.36","3.04","0.92","Gaultheria cardiosepala","11","4681.91","521.76","157.32","Gaultheria cardiosepala","11","212.27","38.15","11.5","Gaultheria cardiosepala","11","-29.55","50.05","15.09","Gaultheria cardiosepala","11","241.82","20.68","6.24","Gaultheria cardiosepala","11","167.82","39.28","11.84","Gaultheria cardiosepala","11","51.73","51.13","15.42","Gaultheria cardiosepala","11","167.82","39.28","11.84","Gaultheria cardiosepala","11","49","48.97","14.77","Gaultheria cardiosepala","11","1136.64","261.94","78.98","Gaultheria cardiosepala","11","238.09","43.86","13.22","Gaultheria cardiosepala","11","9.73","4.84","1.46","Gaultheria cardiosepala","11","85.91","7.58","2.29","Gaultheria cardiosepala","11","644.36","130.91","39.47","Gaultheria cardiosepala","11","41.27","19.65","5.92","Gaultheria cardiosepala","11","644.36","130.91","39.47","Gaultheria cardiosepala","11","44.82","24.18","7.29","Gaultheria cardiosepala","11","2616.55","768.57","231.73"
"26","Hypopitys monotropa","524","73.12","42.7","1.87","Hypopitys monotropa","524","102.44","30.12","1.32","Hypopitys monotropa","524","33.37","10.38","0.45","Hypopitys monotropa","524","7245.15","2338.57","102.16","Hypopitys monotropa","524","234.8","43.06","1.88","Hypopitys monotropa","524","-75.92","70.72","3.09","Hypopitys monotropa","524","310.72","77.17","3.37","Hypopitys monotropa","524","108.97","77.36","3.38","Hypopitys monotropa","524","40.75","89.64","3.92","Hypopitys monotropa","524","165.13","37.58","1.64","Hypopitys monotropa","524","-20.46","64.66","2.82","Hypopitys monotropa","524","972.88","459.82","20.09","Hypopitys monotropa","524","131.33","74.33","3.25","Hypopitys monotropa","524","41.44","25.28","1.1","Hypopitys monotropa","524","36.23","22.76","0.99","Hypopitys monotropa","524","363.12","205.44","8.97","Hypopitys monotropa","524","141.74","79.55","3.48","Hypopitys monotropa","524","257.57","132.31","5.78","Hypopitys monotropa","524","228.21","186.83","8.16","Hypopitys monotropa","524","796.96","958.43","41.87"
"27","Kalmia latifolia","85","120.15","33.68","3.65","Kalmia latifolia","85","124.2","10.33","1.12","Kalmia latifolia","85","35.27","4.14","0.45","Kalmia latifolia","85","8102.85","818.85","88.82","Kalmia latifolia","85","293.65","24.11","2.62","Kalmia latifolia","85","-55.38","41.28","4.48","Kalmia latifolia","85","349.02","24.14","2.62","Kalmia latifolia","85","151.68","65.47","7.1","Kalmia latifolia","85","78.65","99.43","10.78","Kalmia latifolia","85","221.42","26.17","2.84","Kalmia latifolia","85","12.07","43.35","4.7","Kalmia latifolia","85","1220.96","194.16","21.06","Kalmia latifolia","85","128.2","24.11","2.62","Kalmia latifolia","85","76.56","13.64","1.48","Kalmia latifolia","85","14.22","3.97","0.43","Kalmia latifolia","85","354.18","56.95","6.18","Kalmia latifolia","85","252.84","43.62","4.73","Kalmia latifolia","85","322.55","39.89","4.33","Kalmia latifolia","85","293.21","79.5","8.62","Kalmia latifolia","85","314.95","271.95","29.5"
"28","Semiramisia speciosa","5","190.2","39.8","17.8","Semiramisia speciosa","5","107","6.78","3.03","Semiramisia speciosa","5","84.4","2.61","1.17","Semiramisia speciosa","5","420","84.4","37.74","Semiramisia speciosa","5","256","39.45","17.64","Semiramisia speciosa","5","130","41.53","18.57","Semiramisia speciosa","5","126","7.84","3.51","Semiramisia speciosa","5","190","39.51","17.67","Semiramisia speciosa","5","186.4","40.27","18.01","Semiramisia speciosa","5","195.4","40.88","18.28","Semiramisia speciosa","5","183.8","39.39","17.62","Semiramisia speciosa","5","1824.4","906.05","405.2","Semiramisia speciosa","5","214.6","103.63","46.34","Semiramisia speciosa","5","105.6","64.3","28.76","Semiramisia speciosa","5","24","10.77","4.82","Semiramisia speciosa","5","586.8","269.9","120.7","Semiramisia speciosa","5","345.2","202.46","90.54","Semiramisia speciosa","5","429","196.22","87.75","Semiramisia speciosa","5","429.4","330.37","147.75","Semiramisia speciosa","5","1728.4","808.74","361.68"
"29","Rhododendron leptothrium","7","128.14","35.4","13.38","Rhododendron leptothrium","7","110.14","3.24","1.22","Rhododendron leptothrium","7","47.14","1.86","0.7","Rhododendron leptothrium","7","4464.14","233.41","88.22","Rhododendron leptothrium","7","218.71","30.59","11.56","Rhododendron leptothrium","7","-12.71","32.73","12.37","Rhododendron leptothrium","7","231.43","3.87","1.46","Rhododendron leptothrium","7","178.86","31.76","12","Rhododendron leptothrium","7","68.86","36.86","13.93","Rhododendron leptothrium","7","178.86","31.76","12","Rhododendron leptothrium","7","65.71","36.09","13.64","Rhododendron leptothrium","7","1232.29","279.41","105.61","Rhododendron leptothrium","7","249.29","47.19","17.84","Rhododendron leptothrium","7","12.71","3.99","1.51","Rhododendron leptothrium","7","80.71","7.34","2.77","Rhododendron leptothrium","7","679.14","141.85","53.61","Rhododendron leptothrium","7","56.57","19.62","7.42","Rhododendron leptothrium","7","679.14","141.85","53.61","Rhododendron leptothrium","7","58.29","20.22","7.64","Rhododendron leptothrium","7","2388.43","646.01","244.17"
"30","Rhododendron arboreum","24","143.5","61.7","12.59","Rhododendron arboreum","24","104.42","16.88","3.45","Rhododendron arboreum","24","44.08","7","1.43","Rhododendron arboreum","24","4504.42","1677.89","342.5","Rhododendron arboreum","24","252.5","65.48","13.37","Rhododendron arboreum","24","13.38","74.66","15.24","Rhododendron arboreum","24","239.12","48.14","9.83","Rhododendron arboreum","24","174.88","53.98","11.02","Rhododendron arboreum","24","102.33","74.29","15.16","Rhododendron arboreum","24","195.46","59.28","12.1","Rhododendron arboreum","24","80.79","69.92","14.27","Rhododendron arboreum","24","1407.29","656.5","134.01","Rhododendron arboreum","24","311.29","162.75","33.22","Rhododendron arboreum","24","10.5","6.93","1.41","Rhododendron arboreum","24","84.67","19.2","3.92","Rhododendron arboreum","24","798.33","428.05","87.38","Rhododendron arboreum","24","57.08","32.63","6.66","Rhododendron arboreum","24","624.88","402.03","82.06","Rhododendron arboreum","24","97.88","68.77","14.04","Rhododendron arboreum","24","2046.33","1074.24","219.28"
"31","Moneses uniflora","825","18.08","43.35","1.51","Moneses uniflora","825","97.16","24.03","0.84","Moneses uniflora","825","26.34","5.82","0.2","Moneses uniflora","825","9542.88","2846.72","99.11","Moneses uniflora","825","208.35","34.57","1.2","Moneses uniflora","825","-162.68","86.17","3","Moneses uniflora","825","371.03","93.82","3.27","Moneses uniflora","825","102.66","61.88","2.15","Moneses uniflora","825","-42.87","93.16","3.24","Moneses uniflora","825","138.66","29.34","1.02","Moneses uniflora","825","-105.53","75.13","2.62","Moneses uniflora","825","755.26","430.9","15","Moneses uniflora","825","100.72","60.13","2.09","Moneses uniflora","825","34.5","21.77","0.76","Moneses uniflora","825","35.71","16.22","0.56","Moneses uniflora","825","275.57","166.09","5.78","Moneses uniflora","825","116.82","71.84","2.5","Moneses uniflora","825","223.16","79.99","2.78","Moneses uniflora","825","170.32","161.99","5.64","Moneses uniflora","825","561.36","687.99","23.95"
"32","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Vaccinium reticulatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"33","Agarista salicifolia","60","187.15","31.38","4.05","Agarista salicifolia","60","109","16.08","2.08","Agarista salicifolia","60","68.63","8.24","1.06","Agarista salicifolia","60","1567.72","692.51","89.4","Agarista salicifolia","60","264.6","32.79","4.23","Agarista salicifolia","60","105.47","32.83","4.24","Agarista salicifolia","60","159.13","26.38","3.41","Agarista salicifolia","60","197.4","36.2","4.67","Agarista salicifolia","60","170.95","32.18","4.15","Agarista salicifolia","60","203.5","33.24","4.29","Agarista salicifolia","60","164.55","31.73","4.1","Agarista salicifolia","60","1525.15","445.61","57.53","Agarista salicifolia","60","282.97","75.34","9.73","Agarista salicifolia","60","22.58","22.83","2.95","Agarista salicifolia","60","75.42","20.51","2.65","Agarista salicifolia","60","752.62","212.9","27.49","Agarista salicifolia","60","90.02","86.56","11.17","Agarista salicifolia","60","512.77","242.03","31.25","Agarista salicifolia","60","220.13","325.08","41.97","Agarista salicifolia","60","1461.03","682.15","88.07"
"34","Rhododendron roxieanum","11","81.09","65.22","19.66","Rhododendron roxieanum","11","116.64","8.54","2.57","Rhododendron roxieanum","11","46.36","2.01","0.61","Rhododendron roxieanum","11","4818.27","464.82","140.15","Rhododendron roxieanum","11","184.27","59.09","17.82","Rhododendron roxieanum","11","-64.91","73.55","22.18","Rhododendron roxieanum","11","249.18","19.1","5.76","Rhododendron roxieanum","11","137.91","58.93","17.77","Rhododendron roxieanum","11","18.82","68.37","20.61","Rhododendron roxieanum","11","137.91","58.93","17.77","Rhododendron roxieanum","11","15.82","69.31","20.9","Rhododendron roxieanum","11","929.55","167.7","50.56","Rhododendron roxieanum","11","210.73","33.43","10.08","Rhododendron roxieanum","11","7.45","3.56","1.07","Rhododendron roxieanum","11","91.55","8.84","2.67","Rhododendron roxieanum","11","551.91","93.19","28.1","Rhododendron roxieanum","11","29.82","14.42","4.35","Rhododendron roxieanum","11","551.91","93.19","28.1","Rhododendron roxieanum","11","31.09","15.28","4.61","Rhododendron roxieanum","11","3254.82","1077.44","324.86"
"35","Siphonandra elliptica","12","127.33","54.95","15.86","Siphonandra elliptica","12","144.17","25.32","7.31","Siphonandra elliptica","12","72","3.52","1.02","Siphonandra elliptica","12","1303.58","387.52","111.87","Siphonandra elliptica","12","216.17","45.73","13.2","Siphonandra elliptica","12","17.25","73.23","21.14","Siphonandra elliptica","12","198.92","36.3","10.48","Siphonandra elliptica","12","136.33","54.42","15.71","Siphonandra elliptica","12","108.58","57.17","16.5","Siphonandra elliptica","12","140.17","53.71","15.5","Siphonandra elliptica","12","107.58","56.69","16.36","Siphonandra elliptica","12","985.58","331.76","95.77","Siphonandra elliptica","12","179.83","46.96","13.56","Siphonandra elliptica","12","13.75","11.1","3.2","Siphonandra elliptica","12","71.42","11.66","3.37","Siphonandra elliptica","12","488","134.79","38.91","Siphonandra elliptica","12","57.25","39.79","11.49","Siphonandra elliptica","12","344.42","153.92","44.43","Siphonandra elliptica","12","62.58","42.23","12.19","Siphonandra elliptica","12","3067.33","1075.27","310.4"
"36","Bejaria aestuans","97","181.97","47.73","4.85","Bejaria aestuans","97","109.44","20.76","2.11","Bejaria aestuans","97","78.78","8.05","0.82","Bejaria aestuans","97","764.24","569.63","57.84","Bejaria aestuans","97","250.2","50.9","5.17","Bejaria aestuans","97","110.06","54.8","5.56","Bejaria aestuans","97","140.13","33.4","3.39","Bejaria aestuans","97","184.63","47.28","4.8","Bejaria aestuans","97","175.11","50.02","5.08","Bejaria aestuans","97","190.03","49.11","4.99","Bejaria aestuans","97","170.92","47.81","4.85","Bejaria aestuans","97","1733.06","870.92","88.43","Bejaria aestuans","97","253.69","123.88","12.58","Bejaria aestuans","97","49.74","42.62","4.33","Bejaria aestuans","97","50.46","18.4","1.87","Bejaria aestuans","97","686.96","337.99","34.32","Bejaria aestuans","97","182.91","142.48","14.47","Bejaria aestuans","97","430.71","160.66","16.31","Bejaria aestuans","97","376.8","397.23","40.33","Bejaria aestuans","97","1744.19","942.1","95.66"
"37","Pyrola minor","391","38.21","32.13","1.62","Pyrola minor","391","75.13","11.94","0.6","Pyrola minor","391","25.59","4.08","0.21","Pyrola minor","391","7685.34","1844.83","93.3","Pyrola minor","391","194.06","36.91","1.87","Pyrola minor","391","-100.35","52.44","2.65","Pyrola minor","391","294.41","62.87","3.18","Pyrola minor","391","113.55","53.95","2.73","Pyrola minor","391","-18.92","49.12","2.48","Pyrola minor","391","137.79","32.13","1.62","Pyrola minor","391","-58.96","45.14","2.28","Pyrola minor","391","753.01","346.77","17.54","Pyrola minor","391","93.52","41.01","2.07","Pyrola minor","391","38.12","18.17","0.92","Pyrola minor","391","28.44","6.78","0.34","Pyrola minor","391","256.64","114.96","5.81","Pyrola minor","391","125.7","61.97","3.13","Pyrola minor","391","227.74","69.69","3.52","Pyrola minor","391","162.92","103.01","5.21","Pyrola minor","391","302.23","379.49","19.19"
"38","Erica cinerea","90","104.6","22.72","2.39","Erica cinerea","90","81.92","18.59","1.96","Erica cinerea","90","36.02","4.21","0.44","Erica cinerea","90","5052.8","850.38","89.64","Erica cinerea","90","229.2","37.78","3.98","Erica cinerea","90","5.59","23.17","2.44","Erica cinerea","90","223.61","40.29","4.25","Erica cinerea","90","87.24","41.24","4.35","Erica cinerea","90","127.8","61.15","6.45","Erica cinerea","90","170.43","26.36","2.78","Erica cinerea","90","41.72","23.95","2.52","Erica cinerea","90","956.21","400.48","42.21","Erica cinerea","90","114.24","55.87","5.89","Erica cinerea","90","46.52","21.65","2.28","Erica cinerea","90","25.16","12.8","1.35","Erica cinerea","90","319.09","157.16","16.57","Erica cinerea","90","160.4","66.9","7.05","Erica cinerea","90","189.98","99.31","10.47","Erica cinerea","90","271.04","128.57","13.55","Erica cinerea","90","376.48","426.17","44.92"
